No,Financial Year Name,Season Name,District Name ,Taluk Name ,Raitha Samparka Kendra Name,Seed Name ,Seed Variety Name,Seed Class Name,GENERAL QUANTITY in Quintal,SCP QUANTITY in Quintal,TSP QUANTITY in Quintal
922,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,NK-6240,Truthfully Labelled,2.48,1.12,0
923,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,PENNA-909,Truthfully Labelled,4.6,0.2,0
924,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,4.84,0,0
925,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,SRIKAR-189,Truthfully Labelled,13.52,0.8,0
926,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,SRIKAR-3033,Truthfully Labelled,17.2,1.76,0.24
927,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,SRIKAR-495,Truthfully Labelled,11.84,0.6,0.4
928,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,STAR-X6,Truthfully Labelled,0.4,0,0
929,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY MAIZE,TARA,Truthfully Labelled,3.64,0.28,0
930,2021-2022,Kharif,BELAGAVI,RAMADURG,K CHANDARAGI,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,4.61,0.39,0
931,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,GREENGRAM,BGS-9,Certified Seeds,51.13,7.73,1.15
932,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,GREENGRAM,BGS-9,Truthfully Labelled,44.05,6.8,0.3
933,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY BAJRA,1827,Truthfully Labelled,0.24,0,0
934,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY BAJRA,GK-1044,Truthfully Labelled,6.09,0.44,0.11
935,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY BAJRA,JKBH-26,Truthfully Labelled,0.26,0,0
936,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,22.64,1.66,0.78
937,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY BAJRA,MRB-2262,Truthfully Labelled,2.18,0,0
938,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY BAJRA,SRIKAR-KARAN,Truthfully Labelled,2.5,0.36,0.02
939,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY BAJRA,VIKASNBJ-09,Truthfully Labelled,1.61,0,0
940,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,3033 747,Truthfully Labelled,12.16,1.48,0
941,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,30B07,Truthfully Labelled,9.24,0.32,0.24
942,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,3591,Truthfully Labelled,8.88,1.08,0
943,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,900M GOLD,Truthfully Labelled,2.64,0.16,0
944,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,ALLROUNDER,Truthfully Labelled,2.8,1.4,0
945,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,CP-818,Truthfully Labelled,39.12,4.76,1.48
946,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,2.08,0.72,0
947,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,1.36,0,0
948,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,GK-3015,Truthfully Labelled,8.08,0.52,0
949,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,GK-3045,Truthfully Labelled,28.4,8.28,0.68
950,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,GK-3059,Truthfully Labelled,22.16,2.4,0.36
951,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,GK-3164,Truthfully Labelled,2.56,0.4,0
952,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,HTMH-5402,Truthfully Labelled,0.96,0,0
953,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,JKMH-1001,Truthfully Labelled,0.52,0,0
954,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,JKMH-4848,Truthfully Labelled,2.12,0.08,0
955,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,3.84,2.04,0.16
956,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,21.72,4.12,1.96
957,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,KMH-244,Truthfully Labelled,10.2,0.96,0
958,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,25.12,2.6,0.48
959,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,LAXMI-4959,Truthfully Labelled,3.92,0.88,0
960,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,LAXMI-9495,Truthfully Labelled,4.4,0.8,0
961,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,LAXMI-999,Truthfully Labelled,3.8,0.6,0
962,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,MM- 1107,Truthfully Labelled,0.28,0,0
963,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,MRM 4050 4750,Truthfully Labelled,8.04,1.4,0
964,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,NK-6240,Truthfully Labelled,7.56,0.32,0.04
965,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,NLM-66,Truthfully Labelled,0.24,0,0
966,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,P3436,Truthfully Labelled,7.96,1.32,0.16
967,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,4.84,0,0
968,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,SRIKAR-189,Truthfully Labelled,8.68,2.28,0.16
969,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,SRIKAR-3033,Truthfully Labelled,22.08,3,1.32
970,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY MAIZE,SRIKAR-495,Truthfully Labelled,15.8,3.92,0.28
971,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY SUNFLOWER,GK-2002,Truthfully Labelled,2.52,0.43,0.05
972,2021-2022,Kharif,BELAGAVI,RAMADURG,KATAKOLA,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,1.21,0.48,0.01
973,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,GREENGRAM,BGS-9,Truthfully Labelled,47.58,5.93,1.7
974,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY BAJRA,GK-1044,Truthfully Labelled,4.51,1.58,0.23
975,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY BAJRA,JKBH-26,Truthfully Labelled,0.93,0,0
976,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,9.15,1.37,0.3
977,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY BAJRA,SRIKAR-KARAN,Truthfully Labelled,1.49,0.45,0.2
978,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY BAJRA,VIKASNBJ-09,Truthfully Labelled,9.26,2.52,0.74
979,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,3033 747,Truthfully Labelled,4.64,1.16,0.44
980,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,30B07,Truthfully Labelled,1.2,0,0.16
981,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,900M GOLD,Truthfully Labelled,11.8,1.92,0.28
982,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,ALLROUNDER,Truthfully Labelled,16.32,2.2,1.24
983,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,CP-818,Truthfully Labelled,8.28,0.68,0
984,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,6.16,0.08,0.16
985,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,8.8,1.76,0.72
986,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,GK-3015,Truthfully Labelled,6.44,1.36,0.16
987,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,GK-3018,Truthfully Labelled,3.4,0.4,0.16
988,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,GK-3045,Truthfully Labelled,11.32,2.56,0.84
989,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,GK-3059,Truthfully Labelled,2.88,0.32,0.12
990,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,GK-3164,Truthfully Labelled,7.68,0.56,0.2
991,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,HTMH-5402,Truthfully Labelled,8.16,0.6,1.24
992,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,JKMH-1001,Truthfully Labelled,3.53,1.4,0.04
993,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,JKMH-4848,Truthfully Labelled,2.96,0.12,0
994,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,6.96,0.44,0
995,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,15.08,2.36,0.16
996,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,KMH-244,Truthfully Labelled,17,5.12,0.2
997,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,19,5.44,0.72
998,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,NK-6240,Truthfully Labelled,8.4,0.44,0.64
999,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,NLM-66,Truthfully Labelled,2.84,0.24,0.36
1000,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,NMH-77NUTOTAL,Truthfully Labelled,2,0,0
1001,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,P3436,Truthfully Labelled,14.92,0.4,0.88
1002,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,4.48,0.24,0.12
1003,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,SRIKAR-189,Truthfully Labelled,4.72,0.48,0.36
1004,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,SRIKAR-3033,Truthfully Labelled,3.32,0.56,0.72
1005,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY MAIZE,SRIKAR-495,Truthfully Labelled,4.48,0.92,1.72
1006,2021-2022,Kharif,BELAGAVI,RAMADURG,MUDAKAVI,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,6.92,1.06,0.02
1007,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,GREENGRAM,BGS-9,Certified Seeds,13.35,0.43,1.03
1008,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,GREENGRAM,BGS-9,Truthfully Labelled,4.65,0.1,0.05
1009,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY BAJRA,GK-1044,Truthfully Labelled,0.85,0.05,0.01
1010,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,1.75,0,0.2
1011,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY BAJRA,VIKASNBJ-09,Truthfully Labelled,1.5,0.17,0
1012,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,3033 747,Truthfully Labelled,22.2,0.48,0.32
1013,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,30B07,Truthfully Labelled,6.84,0.08,0.08
1014,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,900M GOLD,Truthfully Labelled,6.96,0.04,0.08
1015,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,ALLROUNDER,Truthfully Labelled,8.4,1.28,0.16
1016,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,CP-818,Truthfully Labelled,4,0,0
1017,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,9.44,0.24,0.32
1018,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,4.12,0.4,0.16
1019,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,GK-3015,Truthfully Labelled,3.08,0.12,0.36
1020,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,GK-3045,Truthfully Labelled,1.68,0.04,0.16
1021,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,GK-3059,Truthfully Labelled,7.8,0,0.32
1022,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,GK-3164,Truthfully Labelled,11.04,0.08,0
1023,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,JKMH-4848,Truthfully Labelled,5.56,0.08,0
1024,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,31.2,0.48,1.32
1025,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,35.52,1.28,1.72
1026,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,KMH-244,Truthfully Labelled,17.52,0.4,0.8
1027,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,9.2,0.12,0.28
1028,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,NK-6240,Truthfully Labelled,18.88,0.52,0.72
1029,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,NLM-66,Truthfully Labelled,1.96,0,0.04
1030,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,NMH-77NUTOTAL,Truthfully Labelled,2,0,0
1031,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,P3436,Truthfully Labelled,12.88,0.36,0
1032,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,4.52,0.12,0.2
1033,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,SRIKAR-189,Truthfully Labelled,4.36,0,0.08
1034,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY MAIZE,SRIKAR-3033,Truthfully Labelled,15.76,0.12,0.68
1035,2021-2022,Kharif,BELAGAVI,RAMADURG,SUREBANA,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,9.11,0.25,0.24
1036,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,GREENGRAM,BGS-9,Certified Seeds,20.2,0.25,1.75
1037,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,GREENGRAM,BGS-9,Truthfully Labelled,6.58,0.33,0.23
1038,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY BAJRA,GK-1044,Truthfully Labelled,0.68,0.02,0.03
1039,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,6.17,0.1,0.29
1040,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY BAJRA,SRIKAR-KARAN,Truthfully Labelled,0.71,0.01,0
1041,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY JOWAR,JKSH-22,Truthfully Labelled,0.38,0,0
1042,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,3033 747,Truthfully Labelled,12.32,0.68,1
1043,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,30B07,Truthfully Labelled,4.08,0,0.12
1044,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,900M GOLD,Truthfully Labelled,54.12,1.16,2.96
1045,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,ALLROUNDER,Truthfully Labelled,6.36,0.36,0.24
1046,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,CP-818,Truthfully Labelled,79.39,1.72,4.76
1047,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,CP-828,Truthfully Labelled,18.28,0.52,0.8
1048,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,36.32,1.08,1.4
1049,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,10.32,0,0.2
1050,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,GK-3018,Truthfully Labelled,1.28,0,0
1051,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,GK-3045,Truthfully Labelled,0.72,0,0.08
1052,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,GK-3059,Truthfully Labelled,14.19,1.16,0.96
1053,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,GK-3164,Truthfully Labelled,4.6,0.2,0.8
1054,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,JKMH-1001,Truthfully Labelled,1.08,0.08,0.4
1055,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,JKMH-4848,Truthfully Labelled,25.76,0.12,1.12
1056,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,55.68,2.92,5.28
1057,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,76.84,4.8,5.84
1058,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,KMH-244,Truthfully Labelled,33.52,0.72,4.44
1059,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,16.92,1.12,3.52
1060,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,LAXMI-9495,Truthfully Labelled,2.88,0.04,0.16
1061,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,LAXMI-999,Truthfully Labelled,1.28,0,0.04
1062,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,15.48,0.44,0.24
1063,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,NK-6240,Truthfully Labelled,34.09,0.88,1.76
1064,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,P3436,Truthfully Labelled,4,0.2,0
1065,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,0.44,0,0
1066,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,SRIKAR-189,Truthfully Labelled,2.04,0.12,0
1067,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,SRIKAR-3033,Truthfully Labelled,13.97,0.32,0.87
1068,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,SRIKAR-495,Truthfully Labelled,0.88,0,0
1069,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,STAR-X6,Truthfully Labelled,0.24,0,0
1070,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY MAIZE,TARA,Truthfully Labelled,0.04,0,0
1071,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,11.66,1.14,3.45
1072,2021-2022,Kharif,BELAGAVI,SAVADATTI,MUNAVALLI,HY SUNFLOWER,KSFH-7049CHAMP,Truthfully Labelled,7.92,0.36,0.72
1073,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,BLACKGRAM,T-9,Certified Seeds,20.25,5.7,4.15
1074,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,BLACKGRAM,TAU-1,Certified Seeds,83.86,3.85,2.08
1075,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,GREENGRAM,BGS-9,Certified Seeds,7.75,0.85,0.9
1076,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,GREENGRAM,BGS-9,Truthfully Labelled,20.2,0.4,2.2
1077,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY BAJRA,GK-1044,Truthfully Labelled,0.05,0,0.02
1078,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY BAJRA,KAVERI SUPER BOSS,Truthfully Labelled,0.23,0.05,0.04
1079,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,900M GOLD,Truthfully Labelled,0.08,0,0.96
1080,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,ALLROUNDER,Truthfully Labelled,1.36,0.4,0.16
1081,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,CP-818,Truthfully Labelled,11.84,0.08,1.08
1082,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,GK-3045,Truthfully Labelled,3.44,0.52,0
1083,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,GK-3059,Truthfully Labelled,3.52,0.36,0.12
1084,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,2.36,0,0
1085,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,2.4,0.4,0.4
1086,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,KMH-244,Truthfully Labelled,5.52,0,0.44
1087,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,4.8,0.64,0.96
1088,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,LAXMI-4950,Truthfully Labelled,0.2,0.16,0.08
1089,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY MAIZE,LAXMI-4959,Truthfully Labelled,1.52,1,0.44
1090,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,HY SUNFLOWER,KSFH-7032 SANKRANTHI,Truthfully Labelled,0.15,0,0.19
1091,2021-2022,Kharif,BELAGAVI,SAVADATTI,MURAGODA,SOYBEAN,JS-335,Certified Seeds,555.13,27.73,65.69
1092,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,BLACKGRAM,T-9,Certified Seeds,9.35,0.05,0.25
1093,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,BLACKGRAM,TAU-1,Certified Seeds,10.68,0.1,0
1094,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,GREENGRAM,BGS-9,Certified Seeds,5.15,0,0.1
1095,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,GREENGRAM,BGS-9,Truthfully Labelled,155.91,4.2,4.65
1096,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,30B07,Truthfully Labelled,4.16,0.2,0.4
1097,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,900M GOLD,Truthfully Labelled,3.36,0,0
1098,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,ALLROUNDER,Truthfully Labelled,6.64,0,0.32
1099,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,COHM8,Truthfully Labelled,1.36,0,0
1100,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,CP-818,Truthfully Labelled,13.88,1.8,0.24
1101,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,9.8,0.16,0
1102,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,4.68,0.28,0
1103,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,GK-3059,Truthfully Labelled,8.76,1,1.84
1104,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,GK-3164,Truthfully Labelled,0.88,0,0.4
1105,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,HTMH-5402,Truthfully Labelled,5.16,0.2,0.48
1106,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,JKMH-4848,Truthfully Labelled,1.68,0,0
1107,2021-2022,Kharif,BELAGAVI,SAVADATTI,SAVADATTI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,8.56,0.4,0.76
